form,filing_date,report_date,items,accession_number,primary_doc_url,filing_index_url
8-K,2019-01-03,2019-01-03,1.01,0001564590-19-000113,https://www.sec.gov/Archives/edgar/data/1463361/000156459019000113/ubx-8k_20190103.htm,https://www.sec.gov/Archives/edgar/data/1463361/000156459019000113/
8-K,2018-12-04,2018-12-03,5.02,0001564590-18-030483,https://www.sec.gov/Archives/edgar/data/1463361/000156459018030483/ubx-8k_20181203.htm,https://www.sec.gov/Archives/edgar/data/1463361/000156459018030483/
10-Q,2018-11-07,2018-09-30,,0001564590-18-028024,https://www.sec.gov/Archives/edgar/data/1463361/000156459018028024/ubx-10q_20180930.htm,https://www.sec.gov/Archives/edgar/data/1463361/000156459018028024/
8-K,2018-11-07,2018-11-07,"2.02,9.01",0001564590-18-028001,https://www.sec.gov/Archives/edgar/data/1463361/000156459018028001/ubx-8k_20180930.htm,https://www.sec.gov/Archives/edgar/data/1463361/000156459018028001/
10-Q,2018-08-09,2018-06-30,,0001564590-18-021036,https://www.sec.gov/Archives/edgar/data/1463361/000156459018021036/ubx-10q_20180630.htm,https://www.sec.gov/Archives/edgar/data/1463361/000156459018021036/
8-K,2018-08-09,2018-08-09,"2.02,9.01",0001564590-18-021025,https://www.sec.gov/Archives/edgar/data/1463361/000156459018021025/ubx-8k_20180809.htm,https://www.sec.gov/Archives/edgar/data/1463361/000156459018021025/
10-Q,2018-06-07,2018-03-31,,0001564590-18-015253,https://www.sec.gov/Archives/edgar/data/1463361/000156459018015253/ubx-10q_20180331.htm,https://www.sec.gov/Archives/edgar/data/1463361/000156459018015253/
8-K,2018-06-07,2018-06-07,"2.02,9.01",0001193125-18-186922,https://www.sec.gov/Archives/edgar/data/1463361/000119312518186922/d584662d8k.htm,https://www.sec.gov/Archives/edgar/data/1463361/000119312518186922/
8-K,2018-05-07,2018-05-07,"5.03,8.01,9.01",0001193125-18-154514,https://www.sec.gov/Archives/edgar/data/1463361/000119312518154514/d563895d8k.htm,https://www.sec.gov/Archives/edgar/data/1463361/000119312518154514/
424B4,2018-05-04,,,0001193125-18-151267,https://www.sec.gov/Archives/edgar/data/1463361/000119312518151267/d535851d424b4.htm,https://www.sec.gov/Archives/edgar/data/1463361/000119312518151267/
S-1/A,2018-04-23,,,0001193125-18-125773,https://www.sec.gov/Archives/edgar/data/1463361/000119312518125773/d535851ds1a.htm,https://www.sec.gov/Archives/edgar/data/1463361/000119312518125773/
S-1,2018-04-05,,,0001193125-18-108850,https://www.sec.gov/Archives/edgar/data/1463361/000119312518108850/d535851ds1.htm,https://www.sec.gov/Archives/edgar/data/1463361/000119312518108850/
