form,filing_date,report_date,items,accession_number,primary_doc_url,filing_index_url
6-K,2024-03-08,2024-03-08,,0001654954-24-002878,https://www.sec.gov/Archives/edgar/data/1131399/000165495424002878/a2302g.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424002878/
6-K,2024-03-07,2024-03-07,,0001654954-24-002745,https://www.sec.gov/Archives/edgar/data/1131399/000165495424002745/a9252f.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424002745/
6-K,2024-03-06,2024-03-06,,0001654954-24-002697,https://www.sec.gov/Archives/edgar/data/1131399/000165495424002697/a8792f.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424002697/
6-K,2024-03-05,2024-03-05,,0001654954-24-002619,https://www.sec.gov/Archives/edgar/data/1131399/000165495424002619/a7087f.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424002619/
20-F,2024-03-05,2023-12-31,,0001131399-24-000007,https://www.sec.gov/Archives/edgar/data/1131399/000113139924000007/gsk-20231231.htm,https://www.sec.gov/Archives/edgar/data/1131399/000113139924000007/
6-K,2024-03-05,2024-03-05,,0001654954-24-002582,https://www.sec.gov/Archives/edgar/data/1131399/000165495424002582/a5339f.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424002582/
6-K,2024-03-01,2024-03-01,,0001654954-24-002473,https://www.sec.gov/Archives/edgar/data/1131399/000165495424002473/a2955f.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424002473/
6-K,2024-03-01,2024-03-01,,0001654954-24-002469,https://www.sec.gov/Archives/edgar/data/1131399/000165495424002469/a2983f.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424002469/
6-K,2024-02-29,2024-02-29,,0001654954-24-002327,https://www.sec.gov/Archives/edgar/data/1131399/000165495424002327/a866e.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424002327/
6-K,2024-02-29,2024-02-29,,0001654954-24-002326,https://www.sec.gov/Archives/edgar/data/1131399/000165495424002326/a8759e.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424002326/
6-K,2024-02-26,2024-02-26,,0001654954-24-002179,https://www.sec.gov/Archives/edgar/data/1131399/000165495424002179/a4840e.htm,https://www.sec.gov/Archives/edgar/data/1131399/000165495424002179/
